,Tweets,id,len,date,source,likes,retweets
53,"Forecasts call for swells of 8 to 10 feet Saturday due to Hurricane Dorian, creating a significant public safety ri… https://t.co/ePUYi1BUtR",1169971588038627329,140,2019-09-06 13:52:18,Twitter Web App,14,4
54,Cameron O'Brien shares a photo she posted on Aug 14. “The best kind of traffic jam.” (Photo courtesy of Cameron O’B… https://t.co/lpWYasx99d,1169285417453129730,140,2019-09-04 16:25:42,Twitter for Android,20,2
55,Names of deceased released after single-vehicle accident at Acadia National Park. More at https://t.co/3fKQ3g71tf https://t.co/Fsdu681DSP,1168967996687233024,137,2019-09-03 19:24:23,Twitter Web App,1,0
56,Coming to Acadia for Labor Day weekend? There are lots of great places to catch a sunrise or sunset besides the sum… https://t.co/YmNKYO2lwC,1166397531309379585,140,2019-08-27 17:10:16,Twitter Web App,48,11
57,"Bar Harbor resident Laura Cohen is the new Chief of Interpretation &amp; Education at Acadia National Park, effective S… https://t.co/7eXUhaZawO",1166018976671047680,144,2019-08-26 16:06:02,Twitter Web App,34,4
58,"Arseniy Shulman, of Brooklyn, NY (born in Belarus Minsk), shares a photo from Jordan Pond on July 27. (Photo courte… https://t.co/4eigck58qO",1163872596674469888,140,2019-08-20 17:57:05,Twitter for Android,25,2
59,"New at ""Ask An Artist,"" painter Sue Charles answers four questions from visitors about ""Eli's Creek: Isle au Haut,""… https://t.co/rWzrz41SZg",1163536233437585408,140,2019-08-19 19:40:30,Twitter Web App,13,0
60,"Starting Mon Aug 19, a new culvert will be installed at Intersection 2 of the park carriage road system, located be… https://t.co/K5BoXb0LBD",1162434138764468224,140,2019-08-16 18:41:10,Twitter Web App,6,1
61,"Robert Pollien surveyed his career as a painter, and his ever-changing relationship with crows, at ArtWaves MDI on… https://t.co/G8UYukNfRx",1162404117639258114,139,2019-08-16 16:41:52,Twitter Web App,6,0
62,The Artist-in-Residence program is celebrating movement as expression by hosting three dance residencies in August.… https://t.co/duR44Cyr55,1161669522790715392,140,2019-08-14 16:02:51,Twitter Web App,6,1
63,Rangers report there were three instances of visitors being bitten by dogs running off leash in Acadia this week al… https://t.co/GGt1Mhxq5T,1161383113542590464,140,2019-08-13 21:04:46,Twitter Web App,23,10
64,RT @Interior: We couldn’t let #NationalLighthouseDay pass without a stunning shot of Bass Harbor Head Light @AcadiaNPS. Pic courtesy of J.K…,1159431323435638790,140,2019-08-08 11:49:03,Twitter for Android,0,200
65,An investigation has begun into the person or persons responsible for an illegal campfire that became a brush fire… https://t.co/DH8o1EgiBq,1159150745792450560,139,2019-08-07 17:14:08,Twitter Web App,12,2
66,An AIR QUALITY ADVISORY for Acadia National Park will be in effect beginning 12:01 a.m. on 7/31. The Maine Departme… https://t.co/bZrc8zOMjR,1156282139169697792,140,2019-07-30 19:15:19,Twitter Web App,10,7
67,"Learn and participate in an improvisational dance workshop with Dani Robbins and Zoey Huey, two dancers in Acadia's… https://t.co/KRRlGE7ffP",1155930817027178497,140,2019-07-29 19:59:17,Twitter Web App,3,1
68,"Starting Tues July 30, the right lane of the Park Loop Road will be restricted to buses and RVs about a half-mile n… https://t.co/C8FdpNyKpJ",1155909859780505600,140,2019-07-29 18:36:00,Twitter Web App,10,10
69,"While the beach at Echo Lake remains open to the public this week, there will be no lifeguards on duty there throug… https://t.co/L5kTQaD3xh",1153363981630889984,140,2019-07-22 17:59:36,Twitter Web App,5,2
70,Are you visiting Acadia and interested in learning more about the park? Consider joining a ranger to explore your n… https://t.co/E5lpvVts3E,1152323522469011456,140,2019-07-19 21:05:11,Twitter Web App,31,6
71,"Monarch butterflies have been observed here in recent days as their host plant, Common Milkweed, is in full bloom.… https://t.co/KW4muqIg8X",1152214854457057287,139,2019-07-19 13:53:23,Twitter Web App,54,7
72,"The Frazer Point pier on the Schoodic peninsula will be closed into September to replace the decaying wooden deck,… https://t.co/9RccvshUuv",1151896119028461568,139,2019-07-18 16:46:50,Twitter Web Client,7,1
73,Follow sunrise along the North Atlantic Coastline at https://t.co/IUKGfdaurg https://t.co/ur6yzYi8Gf,1146359700549709824,100,2019-07-03 10:07:05,Twitter for Android,62,12
74,"Andrew Smith, of Pittsburgh, PA, shares a photo from Jordan Pond on May 24. ""My wife and I had just arrived in the… https://t.co/l8JziQLEvy",1146146116070772737,139,2019-07-02 19:58:23,Twitter for Android,160,18
75,"AJ Bouffard, of Durham, Maine, shares a photo of Colby Michaud ascending the Iron rungs of the Beehive Trail on a f… https://t.co/Pyz1msmOfL",1144432255382753281,140,2019-06-28 02:28:06,Twitter for Android,20,1
76,"RT @Interior: You don’t have to wish upon a star to visit @AcadiaNPS, but it will feel like a dream come true. ✨ Pic by Abhijit Patil (http…",1141828767951835137,140,2019-06-20 22:02:47,Twitter for Android,0,166
77,Skip lines and save time. Buy and print your entry pass before you get here. More at https://t.co/Wwznhvibog https://t.co/C41Bw63Pdz,1141828147178016768,132,2019-06-20 22:00:19,Twitter for Android,19,6
78,"Joshua LaDuke, of Potterville, MI, shares his first ever photo a purple finch (after eight years of trying) that he… https://t.co/vqfKE958dg",1141823284096491521,140,2019-06-20 21:40:59,Twitter for Android,37,5
79,Partners of the Island Explorer gathered to celebrate the 20th anniversary of the bus system and the integration of… https://t.co/NspkAf18kP,1139608517013397505,140,2019-06-14 19:00:18,Twitter Web Client,11,4
80,At least one person of interest has been identified in association with a 0.21-acre wildland fire triggered by an i… https://t.co/YjXtOy2cDO,1138116146824187904,140,2019-06-10 16:10:09,Twitter Web Client,30,10
81,"Thomas Smith shares a photo from a visit to Acadia in July 2018. ""We had driven overnight from our home in New Jers… https://t.co/A92l4UP8V4",1136747914716438528,140,2019-06-06 21:33:17,Twitter for Android,86,14
82,"A special commemorative ""Maine World War II Veteran"" hiking stick was found recently by a visitor in Acadia Nationa… https://t.co/XGCSxarQ32",1136317577762869250,140,2019-06-05 17:03:16,Twitter Web Client,13,9
83,"Join us for a 20th Anniversary Celebration of the Island Explorer, 10:30 am Fri June 14, at Jordan Pond House Lawn… https://t.co/1EwBLKpaT7",1135991333259304960,139,2019-06-04 19:26:54,Twitter Web Client,14,4
84,"While construction continues at the Hulls Cove Visitor Center over coming weeks, you can buy your entry pass online… https://t.co/P25WnrlFgw",1135612312847601669,140,2019-06-03 18:20:48,Twitter Web Client,6,1
85,"A new report finds that Acadia's 3.5 million visits in 2018 generated $387.7 million in spending in 2018, resulting… https://t.co/jwbXNo9HJb",1133451318826348544,140,2019-05-28 19:13:47,Twitter Web Client,35,3
86,Want to meet up with a park ranger in Acadia? Find out where and when @ https://t.co/6sLodOXie9 https://t.co/KGbGsS3DuY,1132627988045025282,119,2019-05-26 12:42:10,Twitter for Android,3,0
87,Want to meet up with a park ranger in Acadia? Find out where and when @ https://t.co/6sLodOXie9 https://t.co/t7tzwQY2r1,1132333391452549120,119,2019-05-25 17:11:32,Twitter for Android,17,4
88,Want to meet up with a park ranger in Acadia? Find out where and when @ https://t.co/6sLodOXie9 https://t.co/dAvvb4oqNG,1131719485050822656,119,2019-05-24 00:32:06,Twitter for Android,14,5
89,"Gail Gladstone, cultural resource program manager, says it's important to look after details to keep the big pictur… https://t.co/9RhL3p1ARk",1131358376871518208,140,2019-05-23 00:37:11,Twitter for Android,26,5
90,"Looks like a gorgeous morning in Acadia, yes? Follow the ""North Atlantic Coastline"" at
https://t.co/IUKGfdaurg https://t.co/6HNDFG97As",1131153342070218752,134,2019-05-22 11:02:27,Twitter for Android,71,6
91,Maintenance projects are ramping up across Acadia. Every effort is made to schedule work to reduce impacts for visi… https://t.co/uQEM9CYSSF,1130956537097273344,140,2019-05-21 22:00:25,Twitter Web Client,15,2
92,"Is Acadia part of your plans for Memorial Day, and beyond? Here are a few tips to avoid gridlock that can spoil you… https://t.co/1vGfTSQQ71",1130519075082383363,140,2019-05-20 17:02:06,Twitter for Android,11,4
93,"Landscape photographer Howie Motenko, of Seal Harbor, leads a conversation on Sunday at Chapter Two in Corea about… https://t.co/STuLZtf5vP",1130260799749013504,139,2019-05-19 23:55:48,Twitter for Android,14,2
94,Artist-in-Residence Charlie Buckley leads a public outreach presentation at 7 pm Tue May 28 at ArtWaves in Town Hil… https://t.co/qEVdcIfCf1,1129146205970272256,140,2019-05-16 22:06:48,Twitter Web Client,1,1
95,"Is Acadia part of your plans for Memorial Day, and beyond? Save time and skip lines by buying your entry pass onlin… https://t.co/379cSuFrV6",1128821230050643971,140,2019-05-16 00:35:28,Twitter for Android,4,3
96,"Is Acadia part of your plans for Memorial Day, and beyond? Please park legally and responsibly. This link can help… https://t.co/Z7cSGJ8f9Y",1128289883414507521,139,2019-05-14 13:24:05,Twitter for Android,16,6
97,NPS Regional Director Gay Vietzke signs a Record of Decision for a Final Transportation Plan that will improve visi… https://t.co/M7iUqJUbol,1126575463491674117,140,2019-05-09 19:51:35,Buffer,5,4
98,"Repairs will close a trail at the east end of the Bass Harbor Head Lighthouse parking lot, which travels down to th… https://t.co/caJLUyFLMP",1126508904228081665,140,2019-05-09 15:27:06,Twitter Web Client,1,1
99,"Rangers have started welcoming visitors to Acadia this spring, even though the main visitor center isn't ready just… https://t.co/xvFgZT06YC",1123951061520257024,140,2019-05-02 14:03:09,Twitter Web Client,21,7
100,Park carriage roads opened this morning for people to enjoy the park for foot traffic only. Park rangers have remov… https://t.co/lziZZkpgXL,1123236454199701515,140,2019-04-30 14:43:34,Twitter Web Client,24,7
101,"Passes and entry fees go on sale this Wed May 1 at Sand Beach Entrance Station, Thompson Island Information Center,… https://t.co/YiaxQoz46g",1122145290717466626,140,2019-04-27 14:27:40,Twitter Web Client,3,1
102,The Cadillac Summit Road is now open. Watch for black ice as temperatures drop during the late evening and early mo… https://t.co/zAMHMFrBQS,1120317271891750912,140,2019-04-22 13:23:46,Twitter Web Client,25,4
103,"Search continues today for missing person, Adam ""AJ"" Emmett. While rangers acknowledge that friends may want to ass… https://t.co/oC4bUo2nRH",1116345802497171457,140,2019-04-11 14:22:34,Twitter Web Client,8,3
104,"Expect delays in the opening of the Park Loop Road, due to icy conditions, as well as Acadia's main visitor center,… https://t.co/1KQ4jADdvJ",1115706823246536704,140,2019-04-09 20:03:30,Buffer,6,4
105,"Please be aware, a mass casualty drill is underway this morning near Fabbri Picnic Area involving National Park Ser… https://t.co/CqTSo882Mi",1113801424331255808,140,2019-04-04 13:52:07,Twitter Web Client,10,2
106,Carriage roads in the park are closed temporarily for mud season. More at https://t.co/XvFHPfDv8v https://t.co/aXwIsS64Y9,1112730389032960000,121,2019-04-01 14:56:12,Buffer,12,5
107,"The Precipice Trail, Jordan Cliffs Trail, Valley Cove Trail, and a portion of the Orange &amp; Black Path are closed to… https://t.co/Kg0gKLyA2V",1112168399747145730,144,2019-03-31 01:43:04,Buffer,67,12
108,Acadia National Park Final Transportation Plan and Final Environmental Impact Statement Released today. Full implem… https://t.co/WF5JFIOW9k,1110212545980366848,140,2019-03-25 16:11:12,Twitter Web Client,9,5
109,"Follow AcadiaNPS ""North Atlantic Coastline"" @ https://t.co/lexin7kAe9 https://t.co/KflSv6IajW",1102800525857382401,93,2019-03-05 05:18:29,Buffer,48,7
110,"Due to extreme and dangerous ice conditions, Duck Brook Road near Eagle Lake is closed until further notice. https://t.co/lgQgLcp9sW",1101183200305602560,132,2019-02-28 18:11:48,Buffer,12,2
111,Cutting of hazard trees along a 1.2-mile section of Sargeant Drive near Northeast Harbor began today and will conti… https://t.co/ArkB4yXaKE,1100088479122374658,140,2019-02-25 17:41:46,Buffer,10,3
112,Come out Thursday night for a special event rescheduled by the government shutdown. Composer-in-Residence Rachel Pa… https://t.co/yFPmbIKlHt,1097146573509853184,140,2019-02-17 14:51:41,Twitter for Android,18,3
113,Are you a great teacher? Apply by March 1 for an Acadia Teacher Fellowship https://t.co/fNxqEYJOMo https://t.co/PPAIO01061,1096133787099037696,122,2019-02-14 19:47:14,Buffer,7,4
114,"Follow today's winter storm @ AcadiaNPS ""North Atlantic Coastline"" ... https://t.co/IUKGfdaurg https://t.co/rLDZ5KNQnC",1095678763826900992,118,2019-02-13 13:39:08,Twitter for Android,27,7
115,"J.K. Putnam, of Southwest Harbor, named winner of Acadia's 2019 entrance pass photo contest. More at  … https://t.co/kTH2ZCZP3m",1095457425384194052,127,2019-02-12 22:59:37,Buffer,50,12
116,Failing Utility Line To Be Replaced on Schoodic Peninsula. More at https://t.co/6GHvKBG4FL https://t.co/JtAl5Xc3Cg,1093962853592252417,114,2019-02-08 20:00:43,Buffer,4,1
117,"Cutting of hazard trees will begin soon along Sargeant Drive, with one-lane traffic as necessary. Learn more at… https://t.co/6zz1PFw88f",1093251962848587776,136,2019-02-06 20:55:54,Buffer,10,2
118,"Park releases a statement about the resumption of full operations, including a list of key updates to visitor servi… https://t.co/XVRsVq9R5v",1090991643803746307,140,2019-01-31 15:14:12,Buffer,25,9
119,"During a Federal government shutdown, we do not monitor or update
social media. Some Acadia National Park areas are… https://t.co/h3aNcjJLzl",1076481152351911936,140,2018-12-22 14:14:41,Twitter Web Client,28,22
120,Park rangers believe two off leash dogs are responsible for the mauling death of a juvenile North America river ott… https://t.co/2CX9bT7aON,1072864041004097536,140,2018-12-12 14:41:34,Buffer,7,9
121,"Rachel Panitch, composer-in-residence, will lead an outreach activity for all ages at 10:30 am Sat Jan 5 at the Jes… https://t.co/58zIAbRhkP",1072530790498664448,140,2018-12-11 16:37:21,Twitter Web Client,12,0
